gene_id,sampleA,sampleB,baseMeanA,baseMeanB,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
UCKL1,S,C,674.0784607,687.4971339,680.7877973,-0.028222123,0.11717978,-0.240844652,0.809675521,0.933470464
LOC116942260,S,C,29.30230088,31.13014743,30.21622416,-0.082572812,0.34300574,-0.240733033,0.809762035,0.933470464
LOC116952142,S,C,441.284385,428.8770628,435.0807239,0.039419014,0.163786654,0.240672934,0.809808618,0.933470464
LOC116953151,S,C,12.4238819,13.60699384,13.01543787,-0.124895338,0.519353486,-0.240482333,0.809956358,1
SLC2A13,S,C,74.25493931,77.00139722,75.62816827,-0.056990015,0.237061183,-0.240402136,0.810018523,0.933470464
LOC116939484,S,C,24.03762509,25.63850325,24.83806417,-0.09069462,0.377360281,-0.240339602,0.810066996,0.933470464
LOC116947543,S,C,163.8481302,168.647934,166.2480321,-0.044951436,0.187072274,-0.240289139,0.810106114,0.933470464
FAM120A,S,C,389.5796171,379.9202368,384.7499269,0.035013728,0.145732877,0.240259638,0.810128983,0.933470464
SSBP3,S,C,83.06056115,79.724668,81.39261458,0.059479626,0.247918225,0.23991631,0.810395136,0.933470464
TYW3,S,C,43.58530895,41.3314107,42.45835983,0.073127164,0.304904608,0.239836206,0.810457238,0.933470464
LOC116944851,S,C,23.71780183,27.719558,25.71867992,-0.22374463,0.933188798,-0.239763519,0.81051359,0.933470464
TBC1D19,S,C,243.2974099,236.9694845,240.1334472,0.038088372,0.158900932,0.239698858,0.810563721,0.933470464
FUCA1,S,C,137.3875405,142.2558203,139.8216804,-0.049973141,0.208550517,-0.239621276,0.810623869,0.933470464
VEPH1,S,C,19.39896951,20.64586102,20.02241527,-0.103470299,0.431841902,-0.239602267,0.810638607,1
LOC116945907,S,C,1275.044789,1252.400932,1263.722861,0.025959395,0.108360644,0.239564789,0.810667664,0.933470464
LOC116948692,S,C,983.0029218,962.1444488,972.5736853,0.030273336,0.126379282,0.239543506,0.810684165,0.933470464
LOC116938907,S,C,43.25091163,41.17531555,42.21311359,0.073189768,0.305963045,0.239211136,0.810941868,0.933470464
LOC116953258,S,C,1232.446,1255.504541,1243.975271,-0.026525547,0.110898945,-0.239186652,0.810960852,0.933470464
LOC116953494,S,C,69.01617671,66.20492049,67.6105486,0.057239923,0.239355169,0.239142205,0.810995316,0.933470464
LOC116950427,S,C,265.9280242,259.1265913,262.5273078,0.036607126,0.1532934,0.238804318,0.811257322,0.933529118
TMEM67,S,C,377.7361245,386.5097641,382.1229443,-0.032203253,0.13488906,-0.238738807,0.811308123,0.933529118
LOC116948713,S,C,614.433723,627.3209039,620.8773134,-0.030047768,0.125933648,-0.238600001,0.811415764,0.933529118
LOC116958197,S,C,9334.944874,9137.125393,9236.035133,0.030832954,0.129296533,0.238466984,0.81151892,0.933529118
LOC116939017,S,C,184.0998463,178.697559,181.3987027,0.040908717,0.171669595,0.23829914,0.811649088,0.933529118
PPIL3,S,C,197.2485073,191.9684119,194.6084596,0.041561604,0.174428729,0.238272696,0.811669597,0.933529118
PNPT1,S,C,333.9794588,326.2874745,330.1334666,0.033169016,0.139359304,0.238010777,0.811872735,0.933616861
WDR76,S,C,616.1849285,630.1617356,623.1733321,-0.031374685,0.131878262,-0.237906415,0.81195368,0.933616861
IBA57,S,C,75.08951,78.26449389,76.67700195,-0.059074655,0.248637749,-0.237593266,0.812196574,0.933679969
LOC116953178,S,C,148.6887475,153.850462,151.2696047,-0.047899125,0.201623015,-0.237567743,0.812216372,0.933679969
FOXG1,S,C,6.222355988,5.544813243,5.883584616,0.188489477,0.793520809,0.237535644,0.81224127,1
LSM5,S,C,511.8374547,525.8690195,518.8532371,-0.037090357,0.156467297,-0.237048618,0.812619073,0.933849933
LOC116940995,S,C,8.264652868,9.094663643,8.679658255,-0.145892245,0.615554065,-0.237009637,0.812649314,1
LOC116939185,S,C,291.0949718,298.241442,294.6682069,-0.03620696,0.152808765,-0.236942955,0.812701045,0.933849933
LOC116951137,S,C,883.4049489,905.5591772,894.4820631,-0.035499235,0.14984136,-0.236912125,0.812724963,0.933849933
LOC116950439,S,C,18.05615525,19.54076647,18.79846086,-0.102596319,0.433133294,-0.236870083,0.81275758,1
LOC116943208,S,C,1331.444691,1302.12032,1316.782505,0.032707331,0.138109695,0.2368214,0.812795349,0.933849933
LOC116946614,S,C,20.61233502,22.04260026,21.32746764,-0.094034538,0.397170966,-0.236760856,0.81284232,1
NASP,S,C,89.6971161,93.02994879,91.36353245,-0.051262174,0.216563514,-0.236707342,0.812883839,0.933849933
LOC116947280,S,C,8.536393482,9.478011631,9.007202556,-0.150365992,0.635442468,-0.236631952,0.81294233,1
LOC116953322,S,C,207.27925,212.8043941,210.0418221,-0.040073465,0.169466317,-0.236468613,0.81306906,0.933943317
COG6,S,C,32.39930777,34.30376631,33.35153704,-0.079942691,0.33839279,-0.236242299,0.813244658,0.933993421
TIMM10,S,C,70.17057065,67.55916537,68.86486801,0.056324559,0.238588965,0.236073614,0.813375549,0.933993421
SLC35B2,S,C,275.4888067,268.9194458,272.2041262,0.034408788,0.145793442,0.236010536,0.813424495,0.933993421
LOC116953439,S,C,164.1183063,159.3735752,161.7459407,0.040754675,0.173163541,0.235353673,0.81393424,0.934048435
DALRD3,S,C,82.74230237,85.69682867,84.21956552,-0.053428931,0.22703692,-0.235331463,0.813951477,0.934048435
LOC116940684,S,C,134.7595461,130.0378941,132.3987201,0.046884291,0.199341059,0.235196359,0.814056332,0.934048435
LOC116957045,S,C,66.48051867,63.96401491,65.22226679,0.061339943,0.260861241,0.23514395,0.814097007,0.934048435
LOC116955416,S,C,13.60678454,12.32425728,12.96552091,0.129784729,0.552049595,0.235096141,0.814134114,1
LOC116952313,S,C,60.15753096,57.73954758,58.94853927,0.058949734,0.250798178,0.235048495,0.814171093,0.934048435
MEN1,S,C,401.2359077,411.6637977,406.4498527,-0.035883177,0.152670186,-0.235037226,0.81417984,0.934048435
LOC116946280,S,C,10.61040936,9.754473404,10.18244138,0.136403949,0.580383889,0.235023665,0.814190365,1
LOC116937520,S,C,13130.56302,13420.04171,13275.30237,-0.031536936,0.134248015,-0.234915472,0.81427434,0.934048435
LOC116947064,S,C,36.67553216,38.55592083,37.6157265,-0.072469636,0.308542525,-0.234877304,0.814303966,0.934048435
LOC116940114,S,C,649.5957841,662.9165181,656.2561511,-0.030399178,0.129566671,-0.234621893,0.814502216,0.934156594
PGP,S,C,23.37980262,22.04260026,22.71120144,0.093738336,0.400062289,0.234309353,0.814744826,1
LOC116942562,S,C,73.25889253,76.36709443,74.81299348,-0.058678955,0.250615176,-0.234139673,0.814876547,0.934425609
TMBIM4,S,C,498.0745874,509.2336368,503.6541121,-0.031103936,0.132912226,-0.234018625,0.81497052,0.934425609
LOC116948915,S,C,29.60489596,27.95652855,28.78071226,0.082754988,0.353777952,0.233917878,0.815048734,0.934425609
LOC116939785,S,C,797.1280151,813.4821578,805.3050864,-0.028775754,0.123185147,-0.233597593,0.815297396,0.934451996
LOC116938638,S,C,3753.856539,3815.951768,3784.904154,-0.023743387,0.101673474,-0.233525872,0.815353082,0.934451996
LOC116954126,S,C,34.5975228,32.91023466,33.75387873,0.083725637,0.358715893,0.233403757,0.815447896,0.934451996
SAMD8,S,C,29.24701445,27.67445539,28.46073492,0.081265174,0.34825074,0.233352482,0.815487709,0.934451996
IDH3A,S,C,13.85886796,12.66435837,13.26161317,0.119562061,0.513075265,0.233030257,0.815737911,1
LOC116944935,S,C,570.5678219,559.6387566,565.1032893,0.028400272,0.121971404,0.232843693,0.815882783,0.934709194
LOC116951917,S,C,1077.586477,1100.141233,1088.863855,-0.030478918,0.130925714,-0.23279551,0.8159202,0.934709194
LOC116939791,S,C,173.1378947,167.8657044,170.5017996,0.041662568,0.17924178,0.232437817,0.816197979,0.93490097
PSMD5,S,C,36.73442049,38.93926882,37.83684465,-0.075076384,0.323170479,-0.232312012,0.816295683,0.93490097
LOC116952398,S,C,8.923648222,9.845073522,9.384360872,-0.141595596,0.609526388,-0.232304291,0.81630168,1
LOC116958393,S,C,5.825468447,7.497281725,6.661375086,-0.372634481,1.605346001,-0.232120976,0.816444053,1
LOC116956249,S,C,18.86660231,17.41982561,18.14321396,0.10707882,0.461422938,0.232062195,0.816489707,1
LOC116952274,S,C,21.63532603,20.21966802,20.92749703,0.094617216,0.408182624,0.231801185,0.816692437,1
ACMSD,S,C,33.38055539,35.18276246,34.28165893,-0.079529508,0.343210673,-0.231722131,0.816753841,0.935306489
VPS8,S,C,1557.355525,1583.679653,1570.517589,-0.024194069,0.104647438,-0.231195996,0.81716254,0.935655273
LOC116940158,S,C,21.38198648,19.96695946,20.67447297,0.095218952,0.412581671,0.23078813,0.817479403,1
PBK,S,C,3063.271147,3010.406529,3036.838838,0.025359596,0.110114932,0.230301157,0.817857761,0.936287795
LOC116939323,S,C,988.3530841,1007.006209,997.6796467,-0.026709403,0.116018503,-0.230216751,0.817923346,0.936287795
LOC116941629,S,C,6.039185277,6.83391373,6.436549503,-0.168747244,0.733224771,-0.230143949,0.817979915,1
LOC116938946,S,C,580.7817958,567.275643,574.0287194,0.032838117,0.142924238,0.22975891,0.818279116,0.936557618
HSD17B12,S,C,476.2856303,466.412483,471.3490567,0.030687901,0.133685908,0.229552252,0.818439713,0.936557618
JMY,S,C,224.3456145,230.1510601,227.2483373,-0.037236245,0.16224162,-0.229511053,0.818471731,0.936557618
LOC116937458,S,C,15.78416949,17.03893267,16.41155108,-0.110577473,0.481817772,-0.229500611,0.818479846,1
LOC116954432,S,C,17.15501762,18.46654159,17.81077961,-0.101316582,0.441490558,-0.229487539,0.818490004,1
MIPEP,S,C,169.0928404,164.1783026,166.6355715,0.041296495,0.1801251,0.229265633,0.818662463,0.936588278
LOC116949346,S,C,305.0813325,297.8669642,301.4741484,0.035164403,0.15341676,0.229208353,0.81870698,0.936588278
LOC116939917,S,C,9.764641403,8.78001828,9.272329842,0.140179831,0.612461147,0.228879549,0.818962536,1
LOC116951887,S,C,130.1150242,126.2428535,128.1789389,0.045788717,0.200115164,0.228811831,0.819015171,0.936715943
EBAG9,S,C,515.6821724,526.1561048,520.9191386,-0.030193835,0.132066907,-0.228625293,0.819160164,0.936715943
UBR7,S,C,420.862837,430.2300071,425.546422,-0.030660849,0.134120666,-0.228606449,0.819174812,0.936715943
SPAG7,S,C,199.2905564,193.4682747,196.3794155,0.040999774,0.179501236,0.228409428,0.819327961,0.936715943
LOC116948808,S,C,106.5450722,103.0638871,104.8044797,0.046544929,0.203792066,0.228394217,0.819339785,0.936715943
APAF1,S,C,117.9728241,121.8812045,119.9270143,-0.043944579,0.192625074,-0.228135302,0.819541056,0.936755712
LOC116940529,S,C,11.61617219,12.64451404,12.13034312,-0.125570091,0.550465913,-0.228116016,0.81955605,1
LOC116950414,S,C,36.71359041,35.0350844,35.8743374,0.072244159,0.316747449,0.228081267,0.819583063,0.936755712
LOC116943897,S,C,16.49359325,17.76779571,17.13069448,-0.104591555,0.459408363,-0.227665762,0.819906091,1
LOC116951900,S,C,19.25628606,17.92278768,18.58953687,0.099406729,0.43667495,0.227644681,0.819922482,1
LOC116955554,S,C,5.831499353,6.561010192,6.196254772,-0.170031629,0.747101301,-0.227588453,0.819966198,1
LOC116950719,S,C,187.6126753,182.4737123,185.0431938,0.038130177,0.167654849,0.227432591,0.82008738,0.936969787
MEP1A,S,C,18.81734679,17.55647833,18.18691256,0.097143583,0.427204749,0.227393501,0.820117773,1
LOC116955427,S,C,6.017099076,6.765963641,6.391531359,-0.163162102,0.718198909,-0.227182331,0.820281966,1
LOC116941388,S,C,32.73275731,34.29103845,33.51189788,-0.076130107,0.335113084,-0.227177365,0.820285828,0.936969787
LOC116941735,S,C,88.64092487,92.11577219,90.37834853,-0.052320376,0.230329079,-0.227154885,0.820303307,0.936969787
FAIM,S,C,236.2571552,243.4295706,239.8433629,-0.045923954,0.202295624,-0.227014073,0.820412799,0.936969787
NME7,S,C,156.2864181,150.4248871,153.3556526,0.058032511,0.25563602,0.22701226,0.820414209,0.936969787
LOC116942332,S,C,184.7774678,179.8363802,182.306924,0.037936294,0.167129871,0.226986917,0.820433916,0.936969787
CEP20,S,C,546.298883,561.0154681,553.6571756,-0.037464087,0.165111599,-0.226901609,0.820500251,0.936969787
NAA80,S,C,41.60832289,43.54686056,42.57759172,-0.070288994,0.309970671,-0.226760146,0.820610256,0.936976335
SELENOT,S,C,77.70128455,80.46536016,79.08332235,-0.051976323,0.229419384,-0.226555936,0.820769059,0.936994204
LOC116942725,S,C,158.9393798,163.5594821,161.249431,-0.039406707,0.174002671,-0.226471851,0.820834451,0.936994204
LOC116956328,S,C,167.3839098,171.9009302,169.64242,-0.039206134,0.173624727,-0.225809624,0.821349491,0.937081536
CRAMP1,S,C,202.0829289,208.3329512,205.2079401,-0.040250636,0.178292976,-0.225755587,0.821391522,0.937081536
LRP2BP,S,C,302.4156695,295.3663938,298.8910317,0.034108625,0.151093412,0.225745285,0.821399534,0.937081536
RAB21,S,C,1284.355134,1310.245343,1297.300239,-0.028400427,0.125902687,-0.225574427,0.821532432,0.937081536
ATP5PF,S,C,2160.941269,2102.059573,2131.500421,0.040255434,0.178557178,0.22544842,0.821630448,0.937081536
LOC116941966,S,C,17.87055553,19.16097671,18.51576612,-0.095306891,0.422857956,-0.225387485,0.821677847,1
LOC116943363,S,C,521.2707691,510.1901033,515.7304362,0.031689048,0.140627314,0.225340633,0.821714292,0.937081536
YARS2,S,C,279.3439594,272.5217197,275.9328396,0.035976374,0.159682454,0.22529948,0.821746304,0.937081536
SERPINH1,S,C,47.48156564,45.33220853,46.40688708,0.066799693,0.296588093,0.225227156,0.821802565,0.937081536
RPS29,S,C,1126.007214,1217.094775,1171.550995,-0.112081222,0.498284845,-0.224934038,0.822030589,0.937081536
DHTKD1,S,C,191.0844835,195.903466,193.4939748,-0.036355329,0.161683431,-0.22485501,0.82209207,0.937081536
LOC116938548,S,C,23.64676845,22.20039793,22.92358319,0.089879635,0.399835602,0.224791477,0.822141497,1
OXSM,S,C,9.93175682,9.089052248,9.510404534,0.14135408,0.62887058,0.224774516,0.822154692,1
IPO7,S,C,1080.741162,1100.175215,1090.458188,-0.025595473,0.113885777,-0.224746881,0.822176192,0.937081536
LOC116948607,S,C,6.270438628,5.493149252,5.88179394,0.174932019,0.779070877,0.224539287,0.822337701,1
FBXL4,S,C,42.54383364,44.84197433,43.69290398,-0.06810426,0.303325643,-0.224525231,0.822348636,0.937081536
MRGBP,S,C,69.53248862,66.98434433,68.25841647,0.053339923,0.237856127,0.224252885,0.822560535,0.937081536
GALK2,S,C,32.62296575,34.72680297,33.67488436,-0.080210048,0.357678857,-0.224251576,0.822561553,0.937081536
LOC116939211,S,C,710.5473152,723.7105237,717.1289194,-0.027031602,0.120573289,-0.224192294,0.822607679,0.937081536
LOC116948131,S,C,11.9740537,13.04209497,12.50807433,-0.124852771,0.557094979,-0.224113977,0.822668617,1
HSD17B14,S,C,214.579717,209.5988024,212.0892597,0.035338261,0.157732518,0.224039164,0.822726829,0.937081536
ZWILCH,S,C,190.2770216,196.5894841,193.4332528,-0.044195783,0.197274798,-0.224031569,0.822732739,0.937081536
LOC116941000,S,C,293.6090999,286.9588444,290.2839721,0.032008298,0.142936051,0.223934397,0.82280835,0.937081536
SIGIRR,S,C,91.46281435,88.28981066,89.87631251,0.050827059,0.22708242,0.223826483,0.822892322,0.937081536
LOC116937865,S,C,834.8361315,886.5664943,860.7013129,-0.086538781,0.387466472,-0.223345212,0.823266842,0.937339328
LOC116948397,S,C,165.8084442,170.4912656,168.1498549,-0.040489578,0.181350077,-0.223267497,0.823327322,0.937339328
KMO,S,C,73.53688915,70.9377377,72.23731342,0.052316239,0.23454074,0.223058216,0.823490198,0.937347326
LOC116950186,S,C,55.5911649,57.97316434,56.78216462,-0.060443991,0.271311557,-0.222784431,0.823703286,0.937347326
NSUN3,S,C,31.20317044,29.47117936,30.3371749,0.076465377,0.343850352,0.222379812,0.824018226,0.937347326
LOC116951570,S,C,121.976135,118.2207122,120.0984236,0.044410485,0.199846345,0.222223153,0.824140171,0.937347326
PCSK7,S,C,1022.793658,1005.284815,1014.039236,0.025266196,0.113718334,0.222182259,0.824172005,0.937347326
TIE1,S,C,39.76282301,41.69381117,40.72831709,-0.066449677,0.299144441,-0.222132416,0.824210804,0.937347326
LOC116941357,S,C,6.583922632,5.834002879,6.208962756,0.162456843,0.731438205,0.222106039,0.824231337,1
CHCHD2,S,C,131.0705005,126.4388418,128.7546711,0.053205189,0.239639943,0.222021374,0.824297244,0.937347326
LOC116951249,S,C,41.00461397,39.1831584,40.09388618,0.065894816,0.29681345,0.222007515,0.824308033,0.937347326
COPS3,S,C,701.3892619,715.6940963,708.5416791,-0.02938566,0.132484344,-0.221804775,0.824465862,0.937347326
YARS1,S,C,25.37041496,23.97878264,24.6745988,0.083175347,0.375032714,0.221781578,0.824483921,0.937347326
NAGLU,S,C,27.99676358,26.29119655,27.14398006,0.081838956,0.369331348,0.221586812,0.82463555,0.937347326
LOC116958616,S,C,8.044596789,7.158481259,7.601539024,0.154933333,0.699205539,0.221584819,0.824637101,1
LOC116940969,S,C,9.031875314,8.094000255,8.562937785,0.145375852,0.656291716,0.221511026,0.824694552,1
NWD1,S,C,37.93329517,36.17275114,37.05302316,0.07219034,0.326057595,0.221403645,0.824778155,0.937347326
LOC116954665,S,C,6.056413455,6.775885807,6.416149631,-0.158754025,0.717159584,-0.221364991,0.824808249,1
LOC116949328,S,C,81.14380279,78.35173322,79.747768,0.049795368,0.225032003,0.221281274,0.82487343,0.937347326
LOC116944922,S,C,3594.021292,3650.922783,3622.472038,-0.022625767,0.102263718,-0.221249213,0.824898392,0.937347326
LOC116951082,S,C,119.1001319,115.3950634,117.2475977,0.046847138,0.211740011,0.221248398,0.824899026,0.937347326
P4HTM,S,C,44.35127527,46.37065362,45.36096445,-0.062577249,0.283275985,-0.220905591,0.825165944,0.937422055
LOC116950627,S,C,1959.456588,1992.372909,1975.914748,-0.023982118,0.108567476,-0.220895975,0.825173432,0.937422055
LOC116948471,S,C,137.8888887,132.8225536,135.3557211,0.048408821,0.219492048,0.220549317,0.825443368,0.937610177
LOC116940611,S,C,9.837156011,10.75794249,10.29754925,-0.125594501,0.5695109,-0.220530461,0.825458052,1
LOC116943297,S,C,1069.209851,1050.292543,1059.751197,0.025309525,0.115056103,0.219975511,0.825890227,0.93780989
LOC116956577,S,C,36.31670287,37.9485276,37.13261524,-0.068348149,0.310731129,-0.21995913,0.825902985,0.93780989
LNX2,S,C,15.39691475,14.29225933,14.84458704,0.103858128,0.472490168,0.219810136,0.826019025,1
INPP5B,S,C,63.15507902,65.55017404,64.35262653,-0.05588738,0.254354274,-0.219722591,0.826087209,0.93780989
ADPGK,S,C,128.2674869,131.9332846,130.1003858,-0.041684165,0.189722896,-0.219710778,0.82609641,0.93780989
LOC116944661,S,C,174.9930274,179.3255491,177.1592883,-0.03771706,0.171711615,-0.219653518,0.826141007,0.93780989
B3GALT2,S,C,8.9408764,8.084830626,8.512853513,0.135859541,0.618681321,0.21959535,0.826186313,1
LOC116941265,S,C,147.734113,151.5792348,149.6566739,-0.038709915,0.17641428,-0.219426201,0.826318062,0.937817666
LOC116947744,S,C,240.4463137,234.4372849,237.4417993,0.034539869,0.157445445,0.219376742,0.826356586,0.937817666
URB2,S,C,9.639186133,8.753810016,9.196498075,0.13094672,0.597442595,0.219178747,0.82651081,1
SPRTN,S,C,273.0726562,267.0562768,270.0644665,0.031908088,0.145625722,0.219110247,0.826564169,0.937861031
LOC116948214,S,C,207.294558,220.8252418,214.0598999,-0.09126719,0.416631567,-0.21905971,0.826603535,0.937861031
ABTB2,S,C,17.92584196,16.87757677,17.40170936,0.099654548,0.455368451,0.218843768,0.826771751,1
VPS13B,S,C,435.3861392,445.7626618,440.5744005,-0.033696983,0.154514363,-0.218083177,0.827364305,0.938558634
ERMN,S,C,11.18843019,12.05060121,11.6195157,-0.121416313,0.556877931,-0.218030392,0.827405432,1
LOC116950387,S,C,726.790802,740.3827451,733.5867735,-0.02610797,0.119760038,-0.218002356,0.827427276,0.938558634
MTG1,S,C,234.2989827,228.8249235,231.5619531,0.037330843,0.171511506,0.21765795,0.827695629,0.938562395
LOC116950216,S,C,83.0604193,80.08576785,81.57309357,0.051610928,0.237181331,0.217601138,0.827739897,0.938562395
LOC116955474,S,C,15.98699739,14.87980823,15.43340281,0.101202361,0.465144734,0.217571766,0.827762785,1
