gene_id,sampleA,sampleB,baseMeanA,baseMeanB,baseMean,log2FoldChange,lfcSE,stat,pvalue,padj
LOC116949698,S,C,8.028541494,7.097647639,7.563094566,0.183023329,0.669470804,0.273385079,0.784557221,1
LOC116957481,S,C,11.4858589,10.38095843,10.93340867,0.149227517,0.54585915,0.273380994,0.784560361,1
KIAA1143,S,C,7.352317962,6.496618337,6.92446815,0.188684415,0.690539598,0.273241992,0.784667203,1
LOC116943891,S,C,24.63647599,26.42709672,25.53178636,-0.102204417,0.374052755,-0.2732353,0.784672346,0.928016018
LOC116940149,S,C,10.29332346,11.45313014,10.8732268,-0.155404325,0.569511192,-0.272873172,0.78495071,1
LOC116948230,S,C,87.3268444,90.9082554,89.1175499,-0.059381854,0.217718025,-0.272746613,0.785048001,0.928246475
LOC116953004,S,C,7.739572702,6.853758062,7.296665382,0.184673065,0.677950889,0.272398883,0.785315332,1
KMT2C,S,C,1161.608818,1132.47333,1147.041074,0.036374356,0.13358686,0.272289922,0.785399104,0.928246475
PORCN,S,C,76.64118307,80.02528487,78.33323397,-0.061983749,0.227647151,-0.272279926,0.78540679,0.928246475
STXBP4,S,C,62.96548582,60.16521163,61.56534872,0.071058771,0.261141359,0.272108453,0.78553863,0.928246475
PIP4K2A,S,C,220.7653541,228.6164048,224.6908794,-0.050095327,0.184183309,-0.271986248,0.785632594,0.928246475
LOC116951091,S,C,111.5404364,107.1919193,109.3661779,0.054766075,0.201373435,0.271962757,0.785650656,0.928246475
DZIP1L,S,C,1334.137979,1365.345257,1349.741618,-0.033617221,0.123699156,-0.271765972,0.785801971,0.928246475
LOC116955867,S,C,142.9340646,148.2289309,145.5814977,-0.053974384,0.198710907,-0.271622654,0.785912179,0.928246475
TMEM208,S,C,86.45985478,90.23105636,88.34545557,-0.058442098,0.21524698,-0.271511815,0.785997414,0.928246475
LOC116946075,S,C,9.823529728,8.847968369,9.335749048,0.17447667,0.642794833,0.271434463,0.786056899,1
LOC116946936,S,C,163.3629206,158.0638778,160.7133992,0.047938423,0.176827734,0.271102402,0.786312274,0.928246475
DLGAP5,S,C,317.2937828,328.7769381,323.0353605,-0.049731075,0.183647763,-0.270795974,0.786547956,0.928246475
LOC116952266,S,C,27.28842945,29.27258984,28.28050965,-0.094985939,0.350853862,-0.270727928,0.786600296,0.928246475
LOC116941114,S,C,14.32106632,13.02580887,13.6734376,0.136893028,0.50591187,0.270586709,0.786708919,1
LOC116944313,S,C,9.714129752,8.702146025,9.208137889,0.162977805,0.602501297,0.270501999,0.786774079,1
LOC116945337,S,C,20.96027538,22.6039409,21.78210814,-0.108577828,0.401429719,-0.270477801,0.786792693,1
LOC116946166,S,C,151.1753751,145.8335744,148.5044748,0.051525203,0.190638679,0.270276753,0.786947348,0.928246475
MED22,S,C,58.97580121,62.29191708,60.63385915,-0.074996746,0.277548421,-0.270211396,0.786997626,0.928246475
CEP55,S,C,1238.928568,1264.68705,1251.807809,-0.029773718,0.110189027,-0.270205834,0.787001904,0.928246475
LOC116939081,S,C,166.2808088,160.4786627,163.3797358,0.052029156,0.192685321,0.27002138,0.787143805,0.928246475
ATP13A1,S,C,65.11600979,62.18953908,63.65277443,0.06646057,0.246150266,0.269999992,0.78716026,0.928246475
LOC116948796,S,C,34.53894282,32.07428797,33.30661539,0.098896509,0.366371639,0.269934946,0.787210302,0.928246475
LOC116940313,S,C,149.6691306,154.6710725,152.1701016,-0.04819599,0.178610971,-0.269837791,0.787285048,0.928246475
NPLOC4,S,C,3473.427573,3401.362633,3437.395103,0.030138342,0.111694609,0.269828081,0.787292519,0.928246475
LOC116952328,S,C,25.47738592,27.43091646,26.45415119,-0.102108073,0.378477593,-0.269786309,0.787324656,0.928246475
CEP152,S,C,905.987208,887.0220029,896.5046054,0.03053702,0.113227836,0.269695341,0.787394645,0.928246475
LOC116940297,S,C,101.7991373,105.715854,103.7574957,-0.055787311,0.20696233,-0.26955297,0.787504186,0.928246475
CGNL1,S,C,99.76921061,103.7837779,101.7764943,-0.056693313,0.210402023,-0.269452316,0.787581632,0.928246475
LOC116937428,S,C,28.7651589,26.82036688,27.79276289,0.101116441,0.375372822,0.269376032,0.787640328,0.928246475
PTPDC1,S,C,73.64997426,76.88574326,75.26785876,-0.061572085,0.228851073,-0.269048705,0.787892203,0.928246475
LOC116952731,S,C,32.92924596,30.6711848,31.80021538,0.100772329,0.374654915,0.268973726,0.787949901,0.928246475
C39H1orf50,S,C,11.4858589,12.81654465,12.15120178,-0.148413637,0.551945621,-0.268891774,0.788012968,1
LOC116938838,S,C,13.53418669,12.2400211,12.88710389,0.143114081,0.532637434,0.268689491,0.788168639,1
LOC116950956,S,C,952.2143419,977.6681616,964.9412518,-0.038601018,0.143748357,-0.268531892,0.788289929,0.928246475
TOPORS,S,C,50.03774541,52.43581821,51.23678181,-0.073297619,0.27296646,-0.268522437,0.788297207,0.928246475
NDUFV1,S,C,1933.797166,1887.673008,1910.735087,0.034898944,0.12999252,0.268468865,0.788338438,0.928246475
LOC116938685,S,C,372.9850233,363.1322152,368.0586192,0.039852323,0.148467932,0.268423775,0.788373141,0.928246475
LOC116946566,S,C,23.4856007,25.39666684,24.44113377,-0.104018147,0.387857738,-0.268186339,0.78855589,0.928246475
LOC116941545,S,C,120.5471798,116.3420026,118.4445912,0.054450362,0.203141984,0.268040908,0.788667831,0.928246475
LOC116949586,S,C,830.9050456,810.1797989,820.5424222,0.035795154,0.133580835,0.267966238,0.788725306,0.928246475
LOC116952005,S,C,215.9654475,222.5540529,219.2597502,-0.042060765,0.157043075,-0.267829483,0.788830576,0.928246475
LOC116958744,S,C,16.61153639,15.26952015,15.94052827,0.123792737,0.462494289,0.267663277,0.788958519,1
LOC116953974,S,C,396.7684215,406.7718752,401.7701483,-0.037051797,0.138522293,-0.26747895,0.789100419,0.928246475
NATD1,S,C,11.793312,12.89196185,12.34263693,-0.14393805,0.538375217,-0.267356382,0.78919478,1
LONP1,S,C,508.9103024,521.6499481,515.2801252,-0.035498204,0.132931153,-0.267042023,0.789436806,0.928246475
LOC116939425,S,C,13.69409831,14.95487479,14.32448655,-0.130698954,0.489616734,-0.266941354,0.789514316,1
LOC116953111,S,C,28.41964756,30.3821926,29.40092008,-0.096986483,0.363332513,-0.266935878,0.789518532,0.928246475
FBN2,S,C,26.30600895,28.20041813,27.25321354,-0.096455304,0.361471285,-0.266840847,0.789591702,0.928246475
LOC116947375,S,C,326.1036251,317.0421296,321.5728774,0.039253224,0.147145561,0.266764583,0.789650425,0.928246475
KRIT1,S,C,328.8255205,339.2565118,334.0410161,-0.043620804,0.163638531,-0.266568051,0.789801758,0.928246475
LOC116942856,S,C,17.19190298,15.85782159,16.52486229,0.11954837,0.44854497,0.266524825,0.789835043,1
LOC116939273,S,C,14.12184032,12.89552009,13.5086802,0.133314148,0.500304797,0.266465861,0.789880448,1
LOC116947467,S,C,132.0161189,127.2860042,129.6510616,0.054310075,0.203818104,0.26646345,0.789882305,0.928246475
FAF1,S,C,1399.463321,1371.311111,1385.387216,0.029101767,0.109255236,0.26636496,0.789958148,0.928246475
LOC116940801,S,C,44.40295981,42.04849585,43.22572783,0.078116943,0.293357611,0.266285722,0.790019169,0.928246475
LOC116954062,S,C,57.66783489,55.02283817,56.34533653,0.07030326,0.264015844,0.266284245,0.790020306,0.928246475
UNC80,S,C,328.3406797,338.026229,333.1834544,-0.040827864,0.1533539,-0.266232968,0.790059794,0.928246475
PRKCSH,S,C,153.7424438,148.8073032,151.2748735,0.047216737,0.17736281,0.266215544,0.790073213,0.928246475
LOC116945455,S,C,25.29061332,27.00191776,26.14626554,-0.096496372,0.362593409,-0.266128312,0.790140391,0.928246475
LOC116943614,S,C,70540.73472,72002.08487,71271.4098,-0.02956761,0.111108054,-0.266115812,0.790150018,0.928246475
LOC116943801,S,C,38.29971984,40.78860676,39.5441633,-0.087026273,0.327080634,-0.266069783,0.790185466,0.928246475
LOC116952226,S,C,620.4769622,602.7870723,611.6320173,0.040868392,0.153630979,0.266016608,0.790226419,0.928246475
C82H1orf52,S,C,30.88482841,28.87295575,29.87889208,0.091549748,0.34426745,0.265926238,0.790296017,0.928246475
CCDC186,S,C,275.3193455,267.0999186,271.209632,0.043012367,0.161822865,0.265799066,0.790393962,0.928246475
AMDHD2,S,C,89.98373913,93.48179495,91.73276704,-0.056344713,0.212035596,-0.26573233,0.790445363,0.928246475
LOC116942223,S,C,250.6951564,257.806468,254.2508122,-0.040575621,0.152836891,-0.265483158,0.790637283,0.928246493
LOC116957237,S,C,139.1475162,145.0086973,142.0781068,-0.060123103,0.226731222,-0.265173464,0.790875836,0.928246493
LOC116944278,S,C,794.7927332,777.5650298,786.1788815,0.031685789,0.119525838,0.265095729,0.790935717,0.928246493
LOC116953486,S,C,6.515009919,7.399565138,6.957287529,-0.192621685,0.727017163,-0.264947919,0.791049583,1
LOC116948277,S,C,674.4125269,658.8698144,666.6411707,0.033589634,0.12681984,0.264861035,0.791116516,0.928246493
LOC116938926,S,C,1001.308669,980.3206906,990.8146799,0.031061599,0.117330702,0.264735471,0.79121325,0.928246493
DRD2,S,C,40.16635814,37.72448236,38.94542025,0.086530245,0.326897839,0.264701185,0.791239665,0.928246493
LOC116950698,S,C,747.7680804,765.4563565,756.6122185,-0.033218723,0.125602475,-0.264475064,0.791413877,0.928246493
ANO4,S,C,114.1153256,118.779642,116.4474838,-0.059823802,0.226333097,-0.264317518,0.791535263,0.928246493
LOC116943726,S,C,40.83749855,38.34309838,39.59029847,0.087163046,0.329820806,0.264273947,0.791568834,0.928246493
MTURN,S,C,45.49486353,42.95239263,44.22362808,0.081112369,0.307081117,0.26413988,0.791672135,0.928246493
NCOA4,S,C,529.465149,515.7540014,522.6095752,0.036467779,0.138096653,0.264074314,0.791722656,0.928246493
LOC116953005,S,C,86.971617,91.20495638,89.08828669,-0.067297204,0.254874837,-0.264040203,0.79174894,0.928246493
LOC116947830,S,C,2106.163324,2152.314467,2129.238896,-0.031164866,0.118053578,-0.263989166,0.791788267,0.928246493
EIF4E3,S,C,208.328071,215.3104297,211.8192504,-0.046494439,0.176302168,-0.263720175,0.791995548,0.928284622
LOC116938699,S,C,166.2170625,160.9340741,163.5755683,0.045570261,0.172824866,0.263678845,0.792027398,0.928284622
ERI2,S,C,102.8380171,107.0961027,104.9670599,-0.056801818,0.215578642,-0.263485369,0.792176499,0.928301668
PDCD11,S,C,177.1859096,171.9366587,174.5612841,0.046465326,0.176428664,0.263366082,0.79226843,0.928301668
IQCB1,S,C,327.2089887,317.6671026,322.4380456,0.042168757,0.160180446,0.263257834,0.792351857,0.928301668
RNF41,S,C,511.9173168,499.4620735,505.6896952,0.03630899,0.138073012,0.262969491,0.792574095,0.928440987
LOC116956063,S,C,7.277374343,8.210808637,7.74409149,-0.179102941,0.681360104,-0.262860916,0.792657782,1
LOC116937321,S,C,510.7708493,498.5490514,504.6599504,0.036227796,0.137945636,0.262623717,0.792840618,0.928467949
NUP42,S,C,813.7404179,831.1541433,822.4472806,-0.031207269,0.118837631,-0.26260427,0.792855609,0.928467949
DCAF17,S,C,472.3839594,461.2550728,466.8195161,0.03371598,0.128429434,0.262525332,0.792916458,0.928467949
TBL3,S,C,67.1531403,64.32471287,65.73892659,0.065996027,0.251511848,0.26239729,0.793015161,0.928467949
LOC116955210,S,C,6.747436154,5.937330861,6.342383507,0.197450955,0.752736439,0.262310876,0.793081778,1
DCAF11,S,C,1440.950653,1409.230858,1425.090755,0.032229472,0.122888692,0.262265567,0.793116707,0.928467949
LOC116938655,S,C,382.5879388,395.4252876,389.0066132,-0.045648826,0.174255579,-0.261964791,0.793348587,0.928467949
LOC116943056,S,C,603.4496852,623.0370484,613.2433668,-0.045658214,0.174356155,-0.261867522,0.79342358,0.928467949
LOC116950430,S,C,56.35704797,59.42226886,57.88965842,-0.072551287,0.277053565,-0.261867365,0.793423701,0.928467949
TMEM121,S,C,9.714129752,8.711315655,9.212722703,0.161897381,0.618948462,0.261568435,0.793654182,1
LOC116951499,S,C,11.55962964,12.7358667,12.14774817,-0.136415329,0.521966962,-0.261348589,0.793823699,1
NUP205,S,C,1861.426072,1825.661529,1843.543801,0.027768542,0.106274489,0.261290762,0.79386829,0.928867246
LOC116939588,S,C,34.03955075,36.04135918,35.04045496,-0.082992652,0.317877517,-0.261083742,0.794027929,0.928933077
LOC116951696,S,C,823.6719119,803.6294774,813.6506947,0.035975525,0.137885485,0.260908716,0.794162903,0.92897004
HAO1,S,C,17.2608157,18.70967863,17.98524717,-0.117336558,0.450131494,-0.260671736,0.794345664,1
LOC116958063,S,C,8.013742327,9.026713554,8.520227941,-0.164496051,0.631186886,-0.26061386,0.7943903,1
LOC116953235,S,C,288.6472442,296.8893015,292.7682729,-0.041211497,0.158155061,-0.26057653,0.794419091,0.929148763
LOC116958298,S,C,17.32221628,16.01000786,16.66611207,0.118026227,0.453442223,0.260289451,0.794640509,1
LOC116938779,S,C,43.46102657,41.37485504,42.4179408,0.077554386,0.298138892,0.260128377,0.794764749,0.929331705
ELOC,S,C,2708.64963,2659.636193,2684.142911,0.026399403,0.101494955,0.260105566,0.794782345,0.929331705
LOC116953416,S,C,173.6839468,167.9199767,170.8019617,0.046772003,0.179969207,0.259888923,0.794949456,0.929352547
FAM214A,S,C,134.2501296,138.9377309,136.5939303,-0.050408654,0.194075471,-0.259737376,0.79506636,0.929352547
LOC116937154,S,C,55.76556735,58.77914709,57.27235722,-0.072954909,0.280943155,-0.259678543,0.795111745,0.929352547
PTPN23,S,C,1116.642508,1087.741317,1102.191912,0.037065735,0.142847639,0.259477408,0.795266911,0.929352547
CCPG1,S,C,369.0964224,379.2092091,374.1528158,-0.039806373,0.153448395,-0.259412118,0.795317281,0.929352547
LOC116944928,S,C,93.3355668,89.37867036,91.35711858,0.060712513,0.234325321,0.259094976,0.795561961,0.92942171
GGPS1,S,C,334.2003794,342.6664,338.4333897,-0.035624683,0.137536326,-0.259020174,0.795619675,0.92942171
LOC116957762,S,C,7.568772146,8.451892517,8.010332331,-0.166169627,0.641651725,-0.258971683,0.795657089,1
UBIAD1,S,C,34.91014226,36.81552227,35.86283227,-0.083134669,0.321066048,-0.25893323,0.795686759,0.92942171
HDAC6,S,C,1064.947916,1041.275371,1053.111643,0.032289674,0.124903772,0.258516406,0.796008389,0.929676551
LOC116941256,S,C,11.23377548,12.40774093,11.82075821,-0.140763632,0.544858471,-0.258348983,0.796137586,1
LOC116946840,S,C,551.0007664,537.028598,544.0146822,0.036396629,0.140881805,0.258348684,0.796137817,0.929706878
LOC116941051,S,C,14.10461214,12.96347018,13.53404116,0.127960133,0.495968305,0.258000626,0.796406424,1
CRIM1,S,C,110.2554208,106.3129232,108.284172,0.051417098,0.199376422,0.257889562,0.796492141,0.929756496
TARS1,S,C,1550.169592,1508.370214,1529.269903,0.039154804,0.151917251,0.257737709,0.796609341,0.929756496
ACTN2,S,C,92.65691426,96.1262435,94.39157888,-0.05822337,0.225923739,-0.257712491,0.796628806,0.929756496
KIF11,S,C,3191.838391,3131.991495,3161.914943,0.027341397,0.106202179,0.25744667,0.796833979,0.929756496
AKR1A1,S,C,766.9860963,749.4463416,758.2162189,0.033025996,0.128300717,0.257410846,0.796861631,0.929756496
PHAX,S,C,825.1304199,807.9486763,816.5395481,0.029882206,0.116103318,0.257375983,0.796888541,0.929756496
PRPF39,S,C,1792.721564,1829.480499,1811.101031,-0.02894163,0.112457914,-0.257355208,0.796904578,0.929756496
TM2D1,S,C,159.0032926,153.6252623,156.3142775,0.047784423,0.186201081,0.256628063,0.797465909,0.929796275
GALNT15,S,C,319.4283952,311.4235505,315.4259729,0.035815814,0.139586732,0.256584656,0.797499421,0.929796275
LOC116940366,S,C,52.43393031,55.05295531,53.74344281,-0.069010925,0.268987569,-0.256558044,0.797519967,0.929796275
LOC116941038,S,C,229.4782479,222.4400502,225.9591491,0.043146014,0.16817691,0.256551355,0.797525131,0.929796275
LOC116940391,S,C,164.0180057,169.8224324,166.9202191,-0.050141672,0.195451413,-0.256542899,0.79753166,0.929796275
PDAP1,S,C,485.2600986,496.0281258,490.6441122,-0.031908658,0.124527445,-0.256237959,0.7977671,0.929796275
LOC116956518,S,C,30.06349242,31.92024598,30.9918692,-0.087556531,0.341738119,-0.256209438,0.797789121,0.929796275
SETD3,S,C,275.0837676,267.0527185,271.0682431,0.040728215,0.159074581,0.256032199,0.797925975,0.929796275
HSD17B10,S,C,1076.976043,1108.400073,1092.688058,-0.040735465,0.159189704,-0.255892582,0.798033783,0.929796275
UROD,S,C,118.9589297,123.3428907,121.1509102,-0.050999305,0.19931633,-0.25587118,0.798050309,0.929796275
LOC116939474,S,C,1656.976735,1619.061474,1638.019104,0.03325396,0.130093728,0.255615398,0.798247828,0.929796275
CARS1,S,C,458.7213076,446.6935124,452.70741,0.038366419,0.150169566,0.255487312,0.798346742,0.929796275
LOC116944549,S,C,7.225689808,8.072102762,7.648896285,-0.169979227,0.665564932,-0.2553909,0.798421199,1
ATP5MPL,S,C,219.0693499,212.9210493,215.9951996,0.043750727,0.171324986,0.255366881,0.798439748,0.929796275
LOC116943604,S,C,1618.622459,1652.521899,1635.572179,-0.029516028,0.115646372,-0.255226583,0.798548101,0.929796275
PEX16,S,C,112.8493505,117.460782,115.1550663,-0.055613513,0.217937108,-0.255181477,0.798582937,0.929796275
LOC116941785,S,C,47.59010107,44.65009939,46.12010023,0.081580929,0.319715993,0.255166869,0.798594219,0.929796275
LOC116941047,S,C,44.71887282,42.58964151,43.65425717,0.073098197,0.286787415,0.254886349,0.79881088,0.929928044
LOC116945815,S,C,924.6415729,906.2669671,915.45427,0.029413133,0.115490897,0.254679234,0.798970856,0.929993797
LOC116944260,S,C,342.8009941,351.0724373,346.9367157,-0.035012038,0.137623074,-0.254405293,0.799182462,0.930119622
LOC116941769,S,C,13.29447342,14.45471842,13.87459592,-0.128114766,0.504091036,-0.254150057,0.799379633,1
HEATR5B,S,C,4526.855794,4446.035463,4486.445629,0.026087468,0.102767128,0.253850314,0.799611201,0.93049809
LOC116941535,S,C,9.035477209,10.09532703,9.565402119,-0.148401023,0.585509075,-0.253456401,0.799915548,1
NDUFAF7,S,C,187.8569382,193.429543,190.6432406,-0.041337821,0.163260433,-0.253201711,0.800112345,0.930560966
LOC116945891,S,C,120.4199122,124.608786,122.5143491,-0.049973763,0.197427892,-0.253124126,0.800172296,0.930560966
LOC116946297,S,C,13.76544004,14.97116088,14.36830046,-0.127029447,0.501990171,-0.253051662,0.800228292,1
LOC116947046,S,C,76.05110043,73.14572044,74.59841043,0.057605212,0.227783526,0.25289455,0.800349701,0.930560966
SPATS2,S,C,799.8333254,780.1096876,789.9715065,0.035835912,0.141733737,0.252839672,0.80039211,0.930560966
LOC116950878,S,C,114.1848777,110.3267995,112.2558386,0.04958267,0.19615085,0.252778259,0.800439569,0.930560966
FCHO2,S,C,494.3126147,482.0705536,488.1915841,0.035705988,0.141261429,0.2527653,0.800449583,0.930560966
LOC116953471,S,C,127.1489473,132.3478972,129.7484222,-0.058283547,0.230650995,-0.252691506,0.800506612,0.930560966
LOC116941570,S,C,5.649501525,6.583660221,6.116580873,-0.202436751,0.801293023,-0.252637606,0.800548267,1
OGFOD2,S,C,175.7023679,180.8167974,178.2595826,-0.041994095,0.166405372,-0.25236021,0.800762653,0.930560966
LOC116947904,S,C,31.18594226,33.10095517,32.14344872,-0.089988572,0.356962652,-0.252095201,0.800967479,0.930560966
LOC116938500,S,C,749.3011651,765.7678315,757.5344983,-0.032002786,0.126990009,-0.252010267,0.801033128,0.930560966
LOC116940061,S,C,158.0499956,152.458786,155.2543908,0.054172538,0.215084537,0.251866261,0.801144439,0.930560966
ZNHIT6,S,C,142.6572995,138.2998186,140.478559,0.046988777,0.186647321,0.251751684,0.801233005,0.930560966
LOC116946046,S,C,12.80267673,13.87989738,13.34128705,-0.129708939,0.515390012,-0.251671425,0.801295046,1
EFHC1,S,C,640.2924141,655.855849,648.0741315,-0.033368373,0.132651076,-0.251549958,0.801388943,0.930560966
HROB,S,C,551.7125001,540.116132,545.9143161,0.030642171,0.121914777,0.251340908,0.80155055,0.930560966
CCDC77,S,C,1499.799046,1471.537272,1485.668159,0.027395476,0.109001111,0.251332082,0.801557373,0.930560966
ARFIP1,S,C,374.62471,366.0733647,370.3490374,0.033493854,0.133330896,0.251208494,0.801652918,0.930560966
FAM136A,S,C,43.99847689,46.31974217,45.15910953,-0.073081546,0.290942507,-0.251188961,0.801668019,0.930560966
LOC116937258,S,C,164.2802553,159.3598903,161.8200728,0.045166194,0.179944822,0.251000242,0.801813922,0.930560966
UBXN4,S,C,758.0700076,773.2270828,765.6485452,-0.02882492,0.114938681,-0.250785201,0.801980184,0.930560966
LOC116954616,S,C,14.78686658,13.49264051,14.13975354,0.150593475,0.600572529,0.250749856,0.802007512,1
ZFAND3,S,C,707.4603555,722.6305272,715.0454413,-0.030444933,0.121497453,-0.250580834,0.802138201,0.930560966
BET1L,S,C,220.7430428,214.377519,217.5602809,0.042773967,0.170785371,0.250454515,0.802235876,0.930560966
LOC116941419,S,C,180.475247,185.8792967,183.1772718,-0.042132392,0.168236611,-0.250435334,0.802250707,0.930560966
FDFT1,S,C,384.2299128,374.789495,379.5097039,0.036829581,0.147144483,0.250295355,0.802358948,0.930560966
LOC116950068,S,C,1322.340201,1295.12217,1308.731186,0.029541721,0.118095852,0.250150371,0.802471064,0.930560966
LOC116937105,S,C,24.00347707,25.79199015,24.89773361,-0.11116308,0.444488311,-0.250092246,0.802516012,0.930560966
LOC116946502,S,C,140.3911195,145.2190717,142.8050956,-0.047358124,0.189397515,-0.250046175,0.80255164,0.930560966
CCNDBP1,S,C,244.2287021,237.8959871,241.0623446,0.039452307,0.157795997,0.250020964,0.802571136,0.930560966
NRDE2,S,C,135.8951474,131.6502615,133.7727044,0.045575958,0.182333786,0.24995893,0.80261911,0.930560966
KPNA3,S,C,1134.362045,1112.544428,1123.453237,0.028360691,0.113531406,0.24980481,0.8027383,0.930560966
KIAA1841,S,C,109.4821675,105.670554,107.5763607,0.050385039,0.201751369,0.249738277,0.802789755,0.930560966
FAAH,S,C,89.18197708,86.10638492,87.644181,0.05407666,0.216629489,0.249627419,0.802875492,0.930560966
WDR78,S,C,2917.578512,2984.649506,2951.114009,-0.032547196,0.130504282,-0.249395621,0.803054772,0.930648721
LOC116954617,S,C,8.741650394,9.740993003,9.241321699,-0.149322981,0.599827844,-0.248943064,0.803404824,1
LOC116942678,S,C,451.5466271,462.1569606,456.8517939,-0.033303966,0.133793596,-0.248920481,0.803422292,0.930866633
LOC116956773,S,C,28.36796302,26.52611393,27.44703848,0.098579377,0.396084559,0.248884676,0.803449989,0.930866633
LOC116953595,S,C,72.04809788,68.4690312,70.25856454,0.0717369,0.288399162,0.248741706,0.803560586,0.930874749
TTI1,S,C,99.963187,96.12173529,98.04246115,0.057863454,0.232758698,0.248598462,0.803671398,0.930883112
TMEM168,S,C,350.1866769,340.9428938,345.5647854,0.040298845,0.162431736,0.248097112,0.80405927,0.931212347
LOC116940522,S,C,80.30649475,76.96321363,78.63485419,0.057077358,0.230390572,0.247741728,0.804334244,0.931372929
TRMT13,S,C,33.13355509,34.93456211,34.0340586,-0.081046576,0.327262568,-0.247650002,0.80440522,0.931372929
LOC116945170,S,C,3102.513004,3157.377127,3129.945066,-0.025135626,0.101870662,-0.246740579,0.805109,0.931811794
LOC116938149,S,C,83.1144496,86.40624926,84.76034943,-0.054702214,0.221729985,-0.246706435,0.805135426,0.931811794
LOC116953991,S,C,1071.444558,1041.598762,1056.52166,0.040875976,0.165757686,0.246600788,0.805217195,0.931811794
LOC116938084,S,C,1169.515194,1193.036238,1181.275716,-0.028165283,0.114230831,-0.246564638,0.805245175,0.931811794
PGAP3,S,C,53.52951917,50.83337299,52.18144608,0.068842698,0.279535711,0.246275145,0.805469249,0.931811794
STX12,S,C,533.2798731,520.7699442,527.0249086,0.034138911,0.138637613,0.246245665,0.805492068,0.931811794
LOC116947076,S,C,30.21463579,31.96870238,31.09166908,-0.083474603,0.339143722,-0.246133417,0.805578956,0.931811794
LOC116947505,S,C,2734.399906,2680.082161,2707.241034,0.028843526,0.117208,0.246088371,0.805613825,0.931811794
LOC116948785,S,C,349.9277812,341.9476565,345.9377189,0.034146064,0.139043181,0.245578843,0.806008269,0.932148044
LOC103091853,S,C,13.37184605,14.66212692,14.01698648,-0.12069595,0.491938193,-0.245347792,0.80618715,1
LOC116948677,S,C,112.0098386,115.9820572,113.9959479,-0.047804381,0.195213953,-0.244881986,0.80654781,0.932388312
UBE2W,S,C,585.3145701,599.5799825,592.4472763,-0.035326359,0.144262387,-0.244875741,0.806552646,0.932388312
OXNAD1,S,C,164.0501749,159.4158651,161.73302,0.044077622,0.180005135,0.244868694,0.806558102,0.932388312
LOC116938731,S,C,128.2568231,132.6531755,130.4549993,-0.050378005,0.205813967,-0.244774469,0.806631063,0.932388312
INTS10,S,C,922.3039093,902.8258726,912.564891,0.030954207,0.126543791,0.244612609,0.8067564,0.932413249
DHCR7,S,C,15.65745809,17.06904982,16.36325396,-0.117601331,0.481076057,-0.244454758,0.806878637,1
MDH1B,S,C,904.6680426,924.6138574,914.64095,-0.031178194,0.127558726,-0.244422277,0.80690379,0.932463665
ARPIN,S,C,11.61374318,12.66511091,12.13942705,-0.127779339,0.52310658,-0.244270181,0.807021576,1
LOC116942193,S,C,41.84686328,43.8703249,42.85859409,-0.072347474,0.296306075,-0.244164665,0.807103292,0.932574281
VPS53,S,C,16.24754073,17.84772112,17.04763093,-0.123800413,0.507336344,-0.244020391,0.807215027,1
RAB3GAP2,S,C,623.7297435,636.6624603,630.1961019,-0.029432877,0.120663288,-0.2439257,0.807288364,0.932668198
HDDC3,S,C,16.98156295,15.58567059,16.28361677,0.124606524,0.511306177,0.243702364,0.807461342,1
LOC116943811,S,C,52.88618753,55.54394205,54.21506479,-0.065663714,0.269701983,-0.243467671,0.807643126,0.932672627
LOC116951925,S,C,36.22687684,34.35618284,35.29152984,0.07771466,0.319405219,0.243310551,0.807764831,0.932672627
MAP2K4,S,C,1616.640263,1585.090648,1600.865456,0.028301763,0.116386925,0.243169606,0.807874011,0.932672627
LOC116942970,S,C,244.9089191,238.5296328,241.719276,0.039482686,0.162387057,0.243139365,0.807897437,0.932672627
LOC116944618,S,C,15.88996757,14.5552407,15.22260414,0.11531733,0.474291899,0.243135778,0.807900216,1
RELN,S,C,153.3064898,147.9266115,150.6165506,0.053794265,0.221344543,0.243034068,0.807979006,0.932672627
LOC116942849,S,C,244.8139513,251.4363315,248.1251414,-0.039478943,0.162455675,-0.243013626,0.807994842,0.932672627
PGBD5,S,C,20.61476404,22.10062818,21.35769611,-0.096093593,0.395621184,-0.242892941,0.808088334,1
LZTR1,S,C,1094.334356,1116.023932,1105.179144,-0.028648599,0.117948812,-0.2428901,0.808090535,0.932672627
ACOT9,S,C,400.6085253,391.7766105,396.1925679,0.03334946,0.137326024,0.242848798,0.808122532,0.932672627
LOC116945593,S,C,17.05164855,15.84789942,16.44977398,0.112807495,0.464969327,0.242612768,0.808305389,1
GLRX,S,C,74.55080355,71.52679167,73.03879761,0.063446778,0.262119333,0.242053026,0.808739076,0.93326433
ELOB,S,C,15.63662802,16.90097934,16.26880368,-0.11156798,0.461174949,-0.241921164,0.808841251,1
IKBKB,S,C,313.6458431,306.3448676,309.9953553,0.034652034,0.143381441,0.241677259,0.809030252,0.933470464
LOC116943551,S,C,25.86346778,24.20638612,25.03492695,0.091827952,0.380433115,0.241377389,0.809262635,0.933470464
LOC116952730,S,C,28.91144425,27.2422491,28.07684668,0.084842943,0.352001601,0.241029992,0.809531871,0.933470464
